ガチャガチ,スカウト,カチャカチ,ポッカリ,サッパリ
['\u3000ガチャガチャと音が聞こえてくる。\n'],['「さあ、あの方を何としてもスカウトしましょう！」\n'],['\u3000始めこそ、カチャカチャと音を鳴らしながら剣士の剣を弄んでいた。\n'],['\u3000まるで森の中にポッカリと口が開いているかのように。\n'],['\u3000正直ラグ殿の言ってることはサッパリ分からない。\n']
