トップク,スカウト,ヒーポッ,トップカ,コンスタ,ツーピー,オードブ,コウモリ,バックス,ダッフル,ジャーバッ,ランポリ,ノタウロ,ブラキリ,カラメー
1,1,1,1,2,1,1,2,1,6,1,1,19,1,1
