ガリガリ,バラバラ,ノコノコ,コソコソ,ジリジリ,ガタガタ,ゴチャゴチャ,ギリギリ
"['\u3000超金属で錬成されているそれは、煉瓦の壁にガリガリガリガリと爪痕を残しながらジョンの落下を減速させた。\n', '\u3000超金属で錬成されているそれは、煉瓦の壁にガリガリガリガリと爪痕を残しながらジョンの落下を減速させた。\n']",['\u3000眉の薄い顔をした彼はぎょろりとベルデュをねめつけ、不敵な笑みを浮かべた。厚手の作業服を着ているが、左の袖はバラバラにちぎれ飛んでいる。\n'],['「さっきの連中も、お金がないわたくしに食事を奢ってくださるというからノコノコついてきてしまっただけなのです！\u3000それくらいお金、ありません！」\n'],['\u3000二軒目で早くも財布の中身をごっそりすり減らしたゴブレットはコソコソと退散していき、その後もジョンたちは四人で飲み続けた。\n'],['\u3000ジョンは襟元に仕込んでいるジッパーを噛み、ジリジリと引き開けた。\n'],['\u3000左手からは下等区画の高層住居群が並び、針山のようなそこを過ぎるとタウンハウスと平屋がガタガタと立ち並ぶ地区へ。\n'],['「ただ、これほどゴチャゴチャした街ではなかったので。うっかり周囲に気を取られているとスられそうですね。気を付けてまいります」\n'],['\u3000向けた背中越しにベルデュの攻意がびりびりと伝わってくる。それでも焦らず、回転の力を利し、ジョンはギリギリで彼の剣筋に向き合った。\n']
