すっかり,するぐら,かりだっ,すること,ことだっ,うとしな,すごいじ,ちらから,ばっかり,にこちら,てかこし,からよろ,はっきり,うだから,しながら,どくさく,すっきり,すっくす,なみすか,からじゃー,にこしな,ごくわく,よろしく,さっそく,ぶりから,からもわ,もそうだ,さんかっ,うしたら,いらけっ,さんだっ,さらにや,がってか,ぴーくに,ばらくす,からしゃわ,わなかっ,からくら,ことがぼ,さんこそ,ひたすら,いそうだ,げーから,がってく,さんとっ,ことくら,うとする,さんがや,くーぷっ,さんもこ,ちらこそ,がやばく,かったら,さんから,さんはき,ふさわし,わないが,だったか,だったら,かっこつ,もだから,ずっとこ,くつもり,もわから,かってく,からすた,からぶー,どさくさ,あははっ,からこち,さんのこ,わくする,がらぶつ,うところ,きらいが,ことしね,にたしな,ぷりくら,かったか,がぶつか
1,1,1,1,2,2,1,1,1,3,1,1,3,1,21,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,3,1,1,1,1,1,12,1,1,2,1,1,9,4,1,1,1,3,6,1,1,1,1,1,3,1,1,1,1,1,2,1,1,4,1,1,1,8,2,1
