ペットボ,ペッパー,サーカス,ホログラ,バックラ,スクワー,コンピュー,ガランガラ,バッサバッ,ジタバタ,コントロ,カステラ,ブルオー,チューボー,キーワー,スッキリ,ハッピー,ハッスル,チョコパフ,ランコリ,カップル,キーボー,バッチリ,クッキー,コンプラ,フットー,ピキキー,サンプル,スーパー,コリゴリ,ゴクムシャ,ジャーキー,パラメー,ウトプッ,スカトロ,カチコチ,ダッフル,カチャカチ,ガッカリ,クスカリ,ブラジャー,ハラワタ,コンドー,ゴキブリ,コンプリ,ムシャムシ,コンサー,トコクサ,ムズアップ,ヘッドシ
8,1,4,1,2,1,1,1,1,1,7,2,2,1,2,1,1,1,2,1,7,1,1,2,4,1,1,1,47,2,1,1,13,1,1,1,1,1,2,3,1,1,2,2,3,4,1,1,1,1
