スルコト,スッポリ,ハッキリ,コントロ,トップク,ガッチリ,ワーアップ,ジリスク,コウモリ,バックス,キロメー,ワーキャッ,サンドバ,クッキリ
1,1,3,4,4,2,1,1,2,1,2,3,1,1
