ヒーメー,コンピュー,バラキュー,コントロ,ブルタッ,ヘッドカ,スカウト,ドーラン,スクラン,スーパー,ゲームチ,サーチラ,ダッフル,コンバッ,バラクラ,サーメー,スタカッ,サブザック,コンパク,コンプリ
1,1,1,4,3,1,22,5,1,1,1,2,3,3,2,2,1,1,2,4
