コンピュー,バッサバッ,コントロ,クッキー,タカズラ,サンプル,スクラン,ムシャクシャ,スーパー,パラメー,バッシャー,ノタウロ,クスカリ,トップス,ブリザー
1,2,2,3,3,2,2,1,8,1,1,2,14,1,18
