コロンオー,コンピュー,ズルフラ,ズタボロ,ワードサ,スカウト,ハッピー,カップル,ゲームク,バッチリ,ヒーカッ,コントー,バキハラ,サンプル,フルオー,グスペッ,ランサー,スーツケ,ギーパッ,サンドバ,コンプリ,トーチカ
1,4,9,4,4,2,1,1,2,3,2,1,17,1,2,1,2,2,47,1,1,8
