ペットボ,ハッキリ,サバゲー,コントロ,トップク,ホットコ,ブルタッ,ミリメー,スッキリ,フルスイ,ボクサー,ゲームク,キーボー,バッチリ,カツキリ,ブラコン,ヒーカッ,コンスタ,スーパー,プリンクラ,コンチク,スクトッ,パーカッ,ガチャガチ,プルタブ,サンキュー,ケットボ,スルメタ,トップス
4,3,1,3,3,1,1,1,1,2,1,3,2,4,30,2,6,2,2,2,2,1,2,1,1,1,1,1,1
