オークス,ガリバタ
['最初はとにかく素材の味を生かしたオークステーキだと決まった。\n'],"['今度はフライパンで焼いたガリバタしょうゆステーキ。\n', 'これまた２００ｇのガリバタ醤油ステーキをぺろりと食べてしまった。\n']"
