もわかっ,すっかり,かりだっ,ぎりとっ,すること,こんぱく,だったっ,こんだら,くすこと,たかなよ,くようだ,ことだっ,うとしな,すっげー,ちらから,かったじ,ぐずしな,もそぞろ,はっきり,うだから,しながら,どくさく,がみつい,すいぐら,かったっ,からだっ,こうから,からのこ,くにつか,ずかしく,わーくだ,びかかっ,ぶりから,ばらくい,もこちら,さっぱり,つけてく,もそうだ,どぼうだ,うしたら,しなかっ,もためら,ころだっ,するとこ,のさばっ,ぶらだっ,わいとぼ,はためら,わなかっ,からごそ,くっころ,いそうね,かりぷす,きりずっ,もそうる,するこん,うとする,からさら,のためた,たらしく,ぶちのめ,かったら,さんから,にたつか,するから,けたこと,だったか,だったら,ばらくど,ぺっとぼ,ずっとこ,てかけら,がぼやい,からずっ,もわかり,ことのた,くつもり,もわから,もりだっ,からする,かってく,どさくさ,からこち,すっから,がしばら,ついてく,きくはっ,からいそ,うところ,つけてか,かすこと,かったか,がぶつか
2,3,1,1,11,2,1,1,1,1,1,6,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,4,1,1,1,3,5,1,2,1,1,1,2,1,1,1,1,1,4,1,1,1,2,1,1,1,1,2,1,1,2,1,2,5,1,1,1,1,1,1,1,1,1,2,1,2,5,1,1,1,1,1,1,1,2,1,1,6,1
