かりだっ,へとむか,だったっ,もそちら,むかつい,ごみだっ,すっげー,がばだっ,かったじ,はっきり,うだから,しながら,わらずき,いらしく,くすする,まじかっ,さってく,さっぱり,すかとろ,うしたら,しなかっ,おーとろ,さんにた,わなかっ,しないが,げたから,のこぴー,ぼろだっ,ぐってか,きょろしな,うしたっ,にこぴー,うとする,さんがや,かたずけ,はっぴー,がしたか,たらしく,ばっちり,かったら,さんから,するから,ひーかっ,ばっくに,だったか,だったら,しなこと,にたかっ,いじめた,からつけ,ことしな,さんがさ,もりだっ,ぶすこと,かさにや,たらこん,からつい,にやつい,とっくに,ついたら,がしたら,かったか
1,1,1,1,1,4,2,1,1,2,1,7,1,2,1,2,1,1,1,8,11,1,1,5,1,1,2,2,1,1,2,1,3,1,4,1,1,1,2,6,6,4,1,1,4,20,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,8
