ペットボ,ボードロ,ハッキリ,タップリ,ペチャクチャ,ノココロ,ゲホゴホ,ズタボロ,スッカラ,トップク,キーワー,スッキリ,フルスイ,スカウト,キロオー,ブラウザ,カップル,キーボー,クッキー,ワイドシ,スーパー,サンプリ,スクリュー,ジャーキー,ボトムズ,バックス,ザースー,パーカッ,グチャグチ,ワイパー,コンバッ,ケットボ,ゴキブリ,コンパク,トップス,ブラジリ,ムズアップ
6,1,10,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,5,3,5,1,5,2,1,7,4,1,4,1,1,2,2,1,1,3,2
