キログラ,コントロ,フルメタ,トップク,サングラ,スッキリ,スカウト,ガタゴト,ハッピー,カップル,パーカス,ブラコン,ヒーカッ,クッキー,クラスタ,フルオー,サバサッ,ノコギリ,ブラボー,パーカッ,キロメー,オーラン,サンキュー,トップラ,ヘッドシ
1,9,1,4,26,2,2,1,6,4,2,3,7,1,1,12,1,1,5,1,5,4,1,1,13
