サーカス,ハッキリ,ヒーメー,ザーオー,プルコン,コンピュー,キログラ,ジタバタ,ズタボロ,スッカラ,トップク,ノーブラ,ビリモコ,ランボー,ブラザー,キーワー,サングラ,ガッチリ,スッキリ,スカウト,キーパー,ハッピー,フッツー,ウロボロ,スットロ,ブーツー,ワーアップ,パッチリ,バッチリ,グースカ,ヨロシク,グラサン,トークス,ワイトボ,カッチリ,ワイドシ,サンプル,スクラン,スーパー,マジボコ,ランクダ,シクヨロ,オードブ,パーカッ,カラコロ,スッカス,ランサー,ブーメラ,ヘッドバ,グサプラ,プストロ,ピードロ,ボコスカ,プルタブ,サンキュー,サンドバ,コンパチ,サンブル,ランプル,ノータッ,コンサー,ポテサラ,サンクス,ムズアップ,ドタバタ,カッハッ
1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,3,5,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,3,1,1
