ペットボ,ハッキリ,コントロ,パラグラ,ギーベリ,キーワー,サングラ,スッキリ,コンクー,キーボー,バッチリ,ザーカッ,フラワー,スーパー,フルオー,ノコギリ,プリンクラ,ヒックッ,カチャカチ,プリクラ,コンパク,プルジュー,コンプリ,ガクブル,コンサー,ポッカリ,ドタバタ,ブリザー,ヘッドシ
3,11,2,3,4,1,5,1,1,2,1,1,2,1,1,1,2,2,1,3,2,3,1,1,6,1,1,1,1
