ブースタ,コントロ,キロメー
"['\u3000そう漏らすと、｜噴射機《ブースター》を見る。なにか異常を発見したようだ。\n', '\u3000決戦場所である盆地へ向かうため、谷を越えようとしたとき、｜噴射機《ブースター》の故障によりそのまま谷底に落ちた。即死であった。\n']",['「つまり、完全にコントロールできないということだよ。Ａ級以下の幻獣は自由に使役できるが、Ｓ級はできない。Ｓ級の幻獣はやつらの支配下にはなく、独自に行動する」\n'],['「戦場でＳ級の幻獣を発見しました。Ｓ級の幻獣は、イチニイチヨン時丁度、ボロニウムの北２１キロメートル地点に現れます」\n']
