もわかっ,かりだっ,すること,だったっ,くようだ,するげー,ことだっ,だったた,うとしな,くさかっ,とぼやい,ちらから,からぼつ,けろぐい,つらはた,わーまじ,ころそろ,にこちら,おいまじ,たらぱっ,はっきり,うだから,しながら,からすご,のこちら,くださっ,つらにや,たらかっ,げたかっ,ことから,かったた,からのこ,ほかのこ,ずかしく,ぶつかり,よろしく,もこちら,つけてく,もそうだ,かりがつ,しばかり,なようだ,うしたら,しなかっ,ついさっ,ころだっ,するとこ,からこそ,すらしな,おーよち,ぷるじゅー,わなかっ,らんから,ぶるもそ,ことはた,はたくさ,てらこん,もそもこ,からくっ,かすめた,ぶらつい,からぶつ,くっつけ,ぶらじゃー,うとする,さんのた,たらしく,くすぴー,すいから,ほかのび,かったら,さんから,するから,くらいそ,わないが,だったか,がっはっ,わくしな,だったら,きょろする,からもこ,ひそめた,ことすら,もやする,かっぷる,どーせこ,ふらつい,からする,かってく,がしかっ,すくする,こしたら,ころほか,いらする,からすか,ついてく,さんのこ,ぶらする,にやつい,がっかり,うところ,てかさっ,いがすご,くらいが,しゅっぱー,くらこん,かすこと,かったか,がぶつか,つかわし,いそうと,はたぎり
1,1,13,2,1,3,1,4,2,1,1,1,1,1,1,8,1,1,1,1,4,3,4,1,1,2,1,1,1,1,2,1,2,1,1,9,1,3,1,3,3,3,1,4,1,1,1,5,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,7,3,3,2,1,1,2,2,1,1,1,4,13,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,3,1,1,1,1,1,1,4,1,1,1,1
