ブルケッ,コンパー,フラワー,クスドブ,クッキー,ガラクタ,プリンクラ,ジャーキー,バックス,ブルボタ,ランサー,クラバッ,トップス,ランクシャ
1,1,1,4,5,1,1,3,5,2,1,2,1,2
