フルオー,カタコン,トーチカ,スーパー,メキシコ,コンテク,クッキー,バックラ
['\u3000エリッサが飛んだ銃を掴み、男もろともフルオートで射撃する。7.62㎜の鉛玉がツナギを貫通し肉を通るが、傷は小麦粉を溶かした水のように戻る。これは当然。下位といえど鬼は鬼。鉛如きでは通用しない。\n'],[' エリッサがおもむろにバックの口を開ける。｜地下墓地《カタコンベ》から油紙でくるんで持ち出したと言ったら信じたであろう。肉一つ無い綺麗な骨であった。\n'],[' 御影光世が着ているのはただの服では無い。身に纏う布の全てを式の武装とした言わば移動トーチカである。\n'],"[' エリッサが自転車用のバックからスーパーの袋を探し、取り出した。\n', ' 光世が硬直する。煉獄の乙女の使い手の情報は当然機密であり、片足を突っ込んでいるだけの一般人、一応一般人に知られていいものではない。というよりスーパーの袋を大雑把にバックに入れた時点で止めるべきだったかと今更ながらに悔いるが、まさに後の祭り。寝不足の頭で上手い言いくるめ策を探るが、こういう時に限って出てこない。\n', ' 甲高い怪鳥音を発しながら自動ドアのガラスをぶちまけて吹っ飛んで来た自転車が黒犬を轢き逃げながらシャンデリアを両断し、屍鬼の頭をスーパーマリオじみて叩き潰すと、呆気にとられる一人と一匹をよそに階段をかけ下って行った。\n']",['「しかしあれではただのメキシコあたりの｜プロレス技《ルチャ・リブレ》では?」\n'],['淑女教育の生んだハイコンテクスト極みのような発言をする少女。堂馬は知らなかったが、妹の稲の同級生、大徳寺沙霧であった。\n'],['「あ、山女先輩。この前もらった差し入れのおからクッキー、とっても美味しかったよ！また遊びにきてね」\n'],['\u3000危機一髪。少年を救ったのは鍛え抜いた鋼の肉体、ではなくお年玉をはたいて買った重力衝撃腕時計４万５千円である。これを小型の｜円盾《バックラー》として斜め下から刃に合わせ、辛くもはじいたのだ。\n']
