スッパリ,カサブラン,マザコン,シナブル,コントロ,サングラ,スカウト,ブランケッ,フラワー,ヒーカッ,ヘッドボ,プルグリ,ガッハッ,トップス,トッパー
2,2,1,574,2,12,1,1,26,4,2,1,1,3,1
