サーカス,ハッキリ,ジタバタ,コントロ,ドーザー,スッキリ,カップル,ワーアップ,ヨロシク,サンプル,コリゴリ,パラメー,バックス,ブラボー,グチャグチ,メチャクチャ,ノタウロ,ガサゴソ,バッサバ,ホッパー,トップラ,ノータッ,キーズー
1,7,4,7,33,2,3,1,2,1,2,2,2,1,1,3,2,1,1,2,3,1,31
