コントロ,ドタバタ,グチャグチ
['\u3000魔法は使うほど精度を増していく。誰しも始めは自分の魔法をコントロールできない。俺も初めて破壊の魔法を唱えた時は意図せず故郷を滅ぼしてしまった。だが今はある程度なら制御できる。効果範囲も街一つ分ぐらいまでは絞ることができるようになった。昔は山一つ消しとばしたものだ。\n'],['\u3000なんだろう。ぬるぬるしそうなものなら多いが。しばらくドタバタと音を立てて戻ってきたソフィの手にはお盆があった。コップが四つ乗せられている。女の子が起きた時のものも用意したのだろう。\n'],['\u3000光とも闇とも取れぬ泥のようなモノが世界を塗りたくっていく。ズルズルと何かが蠢く。グチャグチャと何かが響く。気持ちのいい音ではなかった。\n']
