ペットボ,バックラ,コントロ,トップク,キーワー,ワイトボ,サンプル,スーパー,ウトスル,スカイラ,トロケッ,フルブラ,テクノロ,モリダッ,チューガク,コクシネ,パラノー,トップス,ランデブ
1,1,1,1,1,1,2,4,1,2,1,1,4,1,1,7,1,3,1
