ペットボ,スクワー,コンピュー,サバゲー,バタフラ,ジタバタ,トップク,ムシチュー,スカウト,ハッピー,ワーアップ,キーボー,ブースタ,シャッフル,フラワー,ヨロシク,トースタ,スーパー,ランサー,ブーメラ,ランポリ,カッワイ,トップス,ホッパー
4,1,2,1,72,1,1,1,20,4,9,1,3,3,9,3,2,11,1,1,1,1,2,7
