ペットボ,サンスイ,ムカメラ,カタコト,ホログラ,ウシタラ,スープカ,ハッキリ,マザコン,ワーボタ,コンピュー,バタフラ,ガタタッ,ジタバタ,コントロ,ズタボロ,ツルピカ,トップク,カップラ,ブルドー,ヌケサク,ランカラ,キーワー,サングラ,ヘッドロ,スッキリ,スカウト,ホッケホ,ツートー,キーパー,ハッピー,ハッスル,カララン,ガッシャー,ヘロフッ,カップル,コンクー,ワーアップ,キーボー,ノーコン,バッチリ,ノーサン,ワーバラ,サンツー,マジヒー,ランクス,コンスタ,スーパー,ガラガラン,フルオー,ガラクタ,ノコギリ,ジャーキー,コウモリ,バックス,ランクイ,パーカッ,ツーコウ,プリクラ,ヨロピク,ポッキー,ガッカリ,フットボ,コングラ,スーブー,スーツケ,コンバッ,ブルポッ,メタボリ,ガラガッ,プルタブ,キューパー,サンキュー,ケットボ,ゴキブリ,コンパク,サンドバ,トップス,グッドタ,トッパー,ポッキリ,ノータッ,ピリオド,ドタバタ
3,1,1,3,1,1,1,4,1,1,1,1,1,3,18,4,1,2,1,1,1,1,1,2,4,6,6,1,5,1,1,1,3,1,1,8,1,1,3,1,1,3,1,2,1,1,1,6,1,3,11,1,3,1,6,1,8,4,1,1,1,2,1,1,1,4,1,1,1,1,1,1,3,1,3,7,43,3,2,1,1,1,3,1
