ぼーいが,がびくっ,すること,らんこと,ごたから,ことだっ,もそちら,ちらから,ぱりひー,ぐちゃぐち,にこちら,からよろ,みしめた,はっきり,うだから,しながら,はきつい,くだぐだ,からぞろ,いらしく,さんぐら,するなよ,ぐーたっ,からこう,かったっ,どーする,ぶつかり,よろしく,つーかつ,ずたぼろ,さんきゅー,こうする,もこちら,さっぱり,しばかり,なようだ,つかとこ,うしたら,ざわつい,ぶつかっ,たらわし,ついさっ,にこびり,からこそ,めそうだ,とこちら,からどや,おいてく,がぷらん,わなかっ,からばら,ごきぶり,もだめー,はたくさ,がらこち,わーあっぷ,ふがぐっ,ちゃりんこし,うとする,しとする,たらしく,たらぶつ,ばっちり,かったら,さんから,するから,ふかぶか,だったか,なみにこ,だったら,とこうだ,からもこ,かってか,ことすら,からずっ,にやすや,ふらつい,くつもり,するくら,まじとー,からする,わしもそ,いがこち,かってく,からすた,ずたじろ,ふさがっ,こしたら,たっぷり,たらこん,からつい,さんもさ,がっかり,からにや,こんどー,うとにこ,うしこう,かったか
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,10,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,5,1,1,3,1,2,1,1,1,3,1,1,1,1,1,3,1,1,1,1,2,1,1,1,7,1,1,1,2,2,2,2,1,6,1,10,1,1,1,1,2,1,1,2,1,1,1,1,1,4,1,1,1,1,3,3,1,1,1,1,1,1,1,8
