ペットボ,オロギー,コンスイ,サングラ,ヒーポッ,カップル,キーボー,ヒーカッ,スクラン,スーパー,プリンクラ,ガサゴソ,ピードロ,コンパク,メープル,ジタブル
2,3,1,1,1,2,1,1,1,4,1,1,1,1,1,2
