ペットボ,サーカス,ハッキリ,ユルフワ,コンピュー,ランツー,コントロ,ノーブラ,カップラ,ブルオー,プラグス,スッキリ,ノーボー,ボクサー,カップル,カップリ,ゲームシ,キーボー,バッチリ,ヒーカッ,クッキー,ヒースク,タッキー,スーパー,コリゴリ,メチャクチャ,プリクラ,グスピー,ノープラ,ワイパー,サッパリ,パーラン,ブラジャー,サンキュー,ゴテヒラ,トッパー,ドームシ,スイメー
1,1,10,1,1,1,3,1,2,1,3,2,2,2,1,1,3,2,1,3,1,1,1,6,1,3,4,1,1,4,2,7,4,2,1,1,2,1
