ドキドキ,ガバガバ,ピクピク,ケタケタ,キョロキョロ,ポロポロ,イライラ,ガタガタ,ボロボロ
['えっセレスくんなの私の鼓動はドキドキして止まらない。\n'],"['「ガバガバだったら萎えるよね」\n', 'そんな話をしていた。即試験管でガバガバにしてやった。\n']",['気持ち悪い。手の中で潰れているのにピクピクと動いている。\n'],['神谷さんはケタケタ笑いながら「あんたが顔を出すだけで話は終わるわよ」そういった。\n'],['公園の中をキョロキョロしながら歩いていた。\n'],['彼女はポロポロの泣き始めた。\n'],['なかなか要件を言わないセレスに俺はイライラを募らせる。\n'],['怖くて、体がガタガタ震えた。そして尿も垂れ流した。\n'],"['おかしな事にセレスは凄くボロボロだった。\n', 'おかしな事にセレスは凄くボロボロだった。\n']"
