ジューワー,ペットボ,ウシタラ,ピコビリ,タタタッ,スカスラ,コントロ,ズタボロ,ムズキャッ,スッゲー,サングラ,ブスピー,カップル,キーボー,ヒーカッ,グラサン,クッキー,ワイトボ,スーパー,ドロスー,グチャグチ,コンバッ,サンキュー,ゴキブリ,カッキー
1,3,1,4,1,2,5,1,1,1,8,1,1,1,1,4,2,2,6,1,3,1,8,1,1
