めたとこ,からすた,ふらとん,ひたすら,せかけた,すること,はーどか,むんくる,うとする,めちゃくちゃ,すいべん,するげー,しながら,まるでぶ,てくのろ,しなかっ,たっぷり
1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1
