スクリーン,スレチッ,コンパク,ギリバリ,プスピー,スクワー,ハッキン,リンピッ,チンピラ,リンスタ,バングラ,ボーリン,テラトン,ブルドー,アーマル,ハッピー,コントロ,チリジリ,エンジン,スーパー,リンエン,スカウト,コンピュー,ドンパチ,ポリシー,ブラウン,ビーシッ,テクノロ,ビーボー,ビーカー,グラウン,クスカー,ザーガン,カンスク,トンプラ,ポツリポツ,ドンガラ,コンクリ,キリバリ
25,1,10,2,2,1,1,1,1,2,1,2,1,1,187,1,15,2,66,5,1,1,11,1,3,1,1,16,2,1,1,1,2,1,1,1,1,13,2
