カタコト,ブラジャー,ガチビン,ドンパチ,ガチャガチ,クラシー,ブラウン,プンテラ,パラシュー,バサベラ,ハッキリ,ドンピシャ
1,1,1,3,1,2,2,1,7,1,1,1
