ブルタラ,ワイドシ,ツンデレ,コンスイ,ビシバシ,ホロビー,ピーカー,スクリーン,ハードス,ピンポイ,ニタリン,コンパク,プリボン,ピンヒー,ペチャクチャ,ジクザク,スクワー,ハッキン,ピンポー,ムズアップ,パーカッ,ポージン,ブービー,ザーカッ,カップル,チンピラ,ブカメラ,パチクリ,ポンコツ,トンスラ,トンバン,ワーバラ,ピーキー,ハッピー,コントロ,ピンポン,ジャーボー,エンジン,クルガー,コンカラ,チングス,ポンシー,トンシー,キンシッ,キースタ,スーパー,ピークタ,ビンエン,カーボン,キーパン,クーポン,スカウト,コンピュー,ワイトボ,クダブル,タックル,カステラ,テクノロ,グルングル,パラシュー,グスペッ,スラスタ,デカブツ,カーペッ,グラウン,バンカー,ザーガン,ボンクラ,コンデン,ペットボ,ビングー,ガンシュー,ハードブ,ハードロ,コンクリ,ワーアップ,タッパー
1,3,1,1,1,1,25,10,1,3,1,1,1,1,1,1,1,1,3,7,1,1,2,1,3,12,5,1,2,23,1,1,3,1,9,1,1,9,4,27,1,2,4,3,1,12,1,1,1,1,1,7,1,4,1,1,3,1,1,6,1,50,1,4,24,3,2,1,5,1,1,1,1,6,4,1,6
