オタグル,マルチロ,スクリーン,コンパク,ポンコツ,トロジー,コントロ,クラスタ,エンジン,スーパー,コンピュー,グラウン,ドンピシャ
1,1,2,2,4,1,1,4,18,1,4,1,1
