キンヒー,カチコチ,ビープリ,キーボー,デコピン,ピーカー,バリゴリ,ハードス,タッグイ,ピンポイ,スレチッ,ポリオン,カリエン,クスハラ,プスピー,プスワン,ハッキン,ノタウロ,コックリ,チリガチ,カップル,チンピラ,バシャバシ,ポンコツ,ジャンキー,エンドロ,コントロ,ズタボロ,クシャスラ,ヒーカッ,クダウン,コンクー,コンチク,スーパー,スカウト,コンピュー,グスカー,ハッカー,テクノロ,コンスタ,ジーパン,ブースタ,グラウン,ベントク,エンカン,ワンパー,カーボー,シャンパン,ガリゴリ,スレウズ,ガードロ
1,1,1,3,2,1,1,1,1,3,1,4,3,4,1,2,7,111,1,1,4,3,1,1,1,1,2,1,105,1,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,1,1,1,1,17,1
