アーシー,キーボー,トンクス,エントロ,タッカー,チョンケチョン,ピーカー,スクリーン,ピンポイ,ニタリン,ワンシー,ワンピー,バンジー,ブカメラ,ポンポイ,ゴーグル,ポンコツ,ボーリン,パーキン,ガーハッ,ワーカー,コントロ,プライジ,エンジン,ブラザー,コンチク,キンシッ,スーパー,コンピュー,ドンパチ,タックル,キーパー,テクノロ,ワンクッ,クスカリ,スパコン,ドンピシャ,バンカー,コンデン,ジーゲー,アーコロ,コンクリ,タッパー
4,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,22,1,1,1,2,1,3,1,1,1,6,34,1,1,5,3,1,1,2,1,4,1,1,1,6,1
