シースパ,ペンデン,マルチロ,ワープラ,ピーカー,スクリーン,ピンポイ,ニタリン,コンパク,リンジャン,エンベロ,シーブル,クスパン,リンピッ,ゴーグル,クタウン,ミシシッ,ハッピー,コントロ,リーンフラ,クラスタ,クダウン,カラクリ,エンジン,メリカン,スーパー,コンピュー,ワイトボ,ドンパチ,ポンツー,テクノロ,パラシュー,ブースタ,グラウン,カンパン,ブーメラ,コンクリ,ワーアップ
2,1,1,3,1,1,1,1,8,1,1,2,2,5,1,2,1,1,9,1,1,3,1,66,4,12,6,1,1,1,2,1,1,1,1,2,2,2
