べたべた,ちゅっちゅっ,そろそろ
['\u3000私たちふたりはややどらいだ。だった。付き合い始めた当初から、時間を共有することこそ多かれ、必要以上にべたべたするような関係ではなかった。'],"['\u3000ちゅっちゅっちゅ。', '\u3000ちゅっちゅっちゅっちゅ。', '\u3000ちゅっちゅっちゅ。']",['「じゃあ、私はそろそろ行くわ」']
