カチコチ,キーボー,ツンデレ,オンハー,リンカー,アーボー,ピンポー,ノタウロ,ワンピー,ブリザー,ヒーリン,ピリオド,ジンキャッ,エンジン,ジャングル,キンシッ,リンエン,ワイトボ,テクノロ,ボーブリ,ジーパン,パッキン,クリスタ,コンデン,コッキン,コンクリ
1,3,1,2,1,1,1,60,3,3,5,2,1,24,1,2,1,2,1,2,3,2,4,1,1,7
