スクリーン,コンパク,サラムラ,カップル,ブルドー,エンジン,ジャングル,ピクリン,ウラスー,ポトリポト,コンピュー,テクノロ,ブルクル,チョンガー,ガーリン
16,2,2,1,5,12,1,1,1,1,6,2,1,1,2
