プリンクラ,スクリーン,ハッハー,ゲームク,ハッキン,ムズアップ,ワンピー,ヒーリン,カップル,ピッカー,ズタボロ,エンジン,リントロ,コンピュー,パラシュー,ハッキリ,アーコロ,ホログラ,コンクリ
5,1,1,1,2,1,1,2,1,1,1,2,1,18,1,1,2,9,5
