コンコン,ギリギリ,キラキラ,ウキウキ
['\u3000コンコン。'],['\u3000見た目はギリギリ中学生くらい。下手すると小学生くらいで、人目をいやでも惹いてしまう銀髪赤目という謎配色。'],['\u3000なんだか細くて朝日を浴びてキラキラと光っているようでキレイだ。'],['\u3000僕の言葉を、人間らしい言葉に置換すれば『ウキウキ』していた。']
