はっきり,わーどす,もそうだ,おたくだ,はたぶー,からくー,えんじん,ほろぐら,すること,しくはた,こそいら,するぶら,ちらこそ,こんぴゅー,もそうと,ぶつもり,しながら,まじかっ,どんぱち,わなかっ,からする,こちから,かったら,たっふか,からもそ,ばりあー,こんとろ,ちますか
1,1,2,1,1,1,6,1,2,1,1,1,1,1,1,1,2,1,1,7,1,1,1,1,1,7,1,1
