クススタ,ブルパン,キーボー,ゴードン,ピーカー,スクリーン,ブラボー,ブルクラ,カスペン,ザーポイ,ムズアップ,パーカッ,ガーカッ,カップル,クラシッ,ハーハッ,コントロ,エンジン,ボトムズ,ドーピン,カーボン,コンピュー,ドタバタ,タックル,パラシュー,グスペッ,ブースタ,グラウン,ポーカー,バリスタ,バンカー,コンクリ,カートン
1,1,3,3,6,1,3,1,1,1,1,1,1,2,1,1,5,27,1,1,1,3,1,2,4,1,1,1,2,1,1,2,1
