ギリクリ,キーボー,ジージャン,ピーカー,スクリーン,シッカリ,ゲームク,コンパク,ハラドキ,ハッキン,ジャーキー,ワンシー,サラダボ,エンバシ,ヒーリン,カップル,トコブラ,ハッピー,コンプリ,コントロ,エンジン,オンボロ,スーパー,ワンクリ,コンピュー,ハッカー,ブラウン,コンスタ,ビーカー,パラシュー,ジューシー,キーワー,ハッキリ,パーカン,ホログラ,コンクリ,ワーアップ
1,13,1,12,8,1,2,1,1,3,1,1,2,1,1,1,1,1,2,9,2,3,3,1,1,4,1,1,1,5,1,2,4,1,2,13,5
