プリズン,キーボー,ツンデレ,デコピン,ピーカー,トロダク,コンハッ,コンパク,ザーポイ,ムズアップ,バタフラ,ヒーリン,ブルチー,チンピラ,ゴーグル,ボーリン,ジャンキー,メチャクチャ,エンドロ,カンパー,コントロ,ピンポン,シャーペン,アームズ,カラクリ,ガタゴト,ウマゴリ,シックス,エンジン,ゲートボ,チングス,キンシッ,スーパー,コンピュー,ワイトボ,コテンパン,バカスカ,メキシコ,カックン,ビーコン,ワンパタ,デカブツ,バカデカ,ハッキリ,ブーメラ,ペットボ,ワーアップ,ガチドン,ピーバン
1,9,1,1,4,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,9,1,1,287,1,1,2,2,148,1,1,3,1,1,2,1,1,1,4,7,1,1,2,2,15,8,1,1,1
