シナガラ,デンジャー,キシブル,プリズン,キーボー,プリンクラ,ベンジャー,ガンジー,マジシャン,エントロ,ピーカー,スクリーン,プラトン,プスピー,スクワー,カップラ,ハッキン,リンジャー,コンダク,トロエン,パラドク,ワンピー,オロスル,ザーカッ,カップル,ニコチン,ガーデン,クラシッ,クタウン,チカチー,ボーリン,ウロボロ,ジャンキー,ブルドー,プスドー,ハッピー,ワーカー,キリパッ,クラウン,コントロ,ズタボロ,クラスタ,タッチャブ,ボーガー,ブラスタ,シックス,エンジン,ブラザー,オンボロ,コンクー,カーボン,スカウト,コンピュー,ポリシー,ジンジャー,ガラクタ,スラスタ,デカブツ,カーペッ,ブースタ,エンペラ,グラウン,キーワー,ポーカー,バンカー,ペットボ,リンキー,ムンクル,ワースポ,ホログラ,チンゲー,コンクリ,チンパン
1,2,1,1,4,2,1,2,1,2,9,12,1,1,1,1,1,1,8,1,1,1,1,1,1,1,82,1,2,4,1,2,1,1,4,4,2,1,1,5,1,2,1,3,6,1,8,1,2,1,4,1,2,1,1,1,2,1,2,1,6,2,2,2,5,1,1,65,1,4,1,15,1
