カタコト,デコピン,ピーカー,スクリーン,ピンポイ,ハッキン,カンフー,ワンピー,チンピラ,ビリオン,カーグラ,コントロ,ズタボロ,パンツル,エンジン,クルガー,チングス,ワクチン,スカウト,コンピュー,ポリシー,テクノロ,ガラクタ,ブースタ,グラウン,ビラウラ,コンクリ
1,1,1,4,3,3,1,1,4,1,1,2,1,2,1,1,1,1,4,12,1,1,1,1,2,15,6
