キーボー,ピーカー,ピンポイ,カップラ,ハッキン,カンフー,パーカッ,ワンピー,ゴーグル,コントロ,ヒーカッ,エンジン,メリカン,スーパー,ピンカー,カーボン,クッキー,コンピュー,ガチャガチ,タックル,ブラウン,メキシコ,ガラクタ,グラウン,コンデン,トログリ,コンクリ,ポーツカ,ワードス
5,11,1,1,1,2,1,1,1,2,1,18,1,1,1,3,1,16,1,1,30,6,1,2,3,2,18,1,12
