キーボー,キンポテ,パンチー,リンカー,ドーザー,コンパク,トンポン,デンプン,パーカッ,ポンピン,ワンピー,チンピラ,キシマル,ドサクサ,コログサ,ワージン,キシマジ,エンジン,パンチカ,クッキー,ガラクタ,ハッキリ,ガーバン,ボンクラ,ツヤピカ,ハードブ,オドウロ,コンクリ,ワイパー
2,1,1,5,1,1,1,3,3,1,1,1,62,1,1,9,9,3,1,1,3,1,2,3,1,1,1,2,1
