プリムラ,ビーフカ,ツンデレ,ジンギス,クスフン,ピーカー,ブルスー,ワンポイ,ブラボー,パンジャン,プスピー,シーズン,パクチー,ハッキン,ザーポイ,ジャーキー,ムズアップ,ジャンパー,オンダラ,ワンシー,ワンピー,カップル,ゴーグル,リンスタ,ガーデン,パックリ,ジャンキー,スカベン,マザコン,ガーハッ,ブルタッ,ハッピー,ワーカー,コントロ,ニタマゴ,ズタボロ,クラスタ,パンツル,カービン,エンジン,ブラザー,クスジュー,メリカン,ガンプラ,スーパー,ワンクリ,ドクハラ,タヂカラ,クッキー,スカウト,ソロバン,タックル,カステラ,ペラドロ,ポイズン,ピットク,バリゲー,メキシコ,プンテラ,ハッスル,パラシュー,シーフー,トロベリ,ビーコン,コッチク,シャンプー,キーワー,チップス,コンビー,カーボー,バリスタ,ギーシー,ブルガタ,ボンクラ,ブーメラ,クリスタ,ハードボ,ペットボ,ギーペン,クルスタ,プラシー,バリカン,アームラ,コンクリ,ポーツカ,タッパー
81,1,2,1,1,4,2,1,6,2,1,2,1,1,1,5,6,1,8,1,1,1,9,1,1,1,1,1,1,11,1,3,9,1,2,1,1,1,1,8,1,1,1,1,15,8,1,1,2,2,1,4,7,8,1,1,10,2,1,1,1,1,1,4,1,2,4,1,2,3,1,1,1,1,1,142,1,1,3,1,1,1,1,5,1,1
