ピーカー,ピンポイ,バンパー,プスピー,ハッキン,ワンピー,ハードカ,ピードロ,パチクリ,ポンコツ,ブルタッ,ピーキー,ツンゴツ,クラスタ,クダウン,エンジン,チンワー,カーボン,クッキー,クンフー,テクノロ,コンスタ,パシャパシ,シャンプー,グラウン,ピチャピチ,コッキン,コンクリ
1,1,1,1,9,1,2,1,1,13,1,1,1,1,1,2,1,1,2,2,1,1,1,4,1,1,5,3
