ドーンドー,ピンポイ,ポタリポタ,クントク,カップル,コントロ,クンコクン,エンジン,ジャングル,チンワー,コンピュー,ガチャガチ,チャリグチャ,ウジャウジ,パシャパシ,カーボー,チリンチリ,ムンクル,プンタプ,クンドク
1,1,1,1,1,3,1,9,1,2,3,4,1,1,1,1,1,459,1,1
