キーボー,プリンクラ,オンハー,コソゴー,ピーカー,スクワー,ゴーグル,パックリ,ハッピー,ワーカー,コントロ,プルジュー,シナプス,トクガタ,エンジン,スーパー,カーボン,リンエン,ビースタ,コンピュー,ハッブル,ガチャガチ,ビーコン,ゴチャゴチ,コンクリ,ワードス
1,1,1,4,2,1,8,1,1,10,3,1,1,1,5,3,1,1,45,6,3,1,6,1,9,5
