チンガチ,ワイドシ,ツンデレ,ブルパッ,ピーキシ,ピーカー,スクリーン,ハッハー,コンパク,プスピー,ハッキン,パックン,ハープン,クスパン,ピードロ,ブカメラ,ゴーグル,ポンコツ,ワースー,ハッピー,バンチュー,コントロ,ズタボロ,ヒーカッ,クラスタ,カラクリ,ブラスタ,エンジン,カタキー,デコボコ,ジャングル,スーパー,クリアー,コンピュー,ドンパチ,コテンパン,ガチャガチ,ウントコ,バカスカ,タックル,コンギス,ハッスル,ブースタ,ウロチョロ,ハッキリ,クルブー,バンカー,ペットボ,ジャンピン,コンクリ,ガチチチ,ドンガー,ワードス
1,1,1,1,1,4,1,9,1,1,1,1,1,1,1,2,1,1,1,1,1,27,2,1,1,3,1,2,1,1,1,3,2,2,2,1,1,1,1,2,1,1,8,1,7,1,7,4,1,7,2,7,4
