はっきり,ぽんこん,しゃんばら,ちらこち,すくりーん,うじきこ,からびー,てかめら,つけてく,うだから,ぎすしー,ちらもお,すること,すくめた,からまる,からりん,ぴーかー,うとする,くるりん,からすれ,へとたど,かってく,がらにゃー,するすべ,からちか,げたこと,からのし,にたから,からこそ,するがら,しながら,ぴんぽい,はっきん,ぐすぺっ,けたこと,するふら,とくふら,からころ,するとこ,からぼろ,にこびり,こんとろ,りんくさ
1,1,1,1,1,1,1,1,1,1,8,1,9,1,1,1,6,4,1,1,1,1,1,1,1,1,1,1,2,1,17,1,1,1,1,2,1,1,1,1,1,1,1
