キーボー,ピーカー,カップラ,ハッキン,バタフラ,ワンピー,カップル,チンピラ,ガンバリ,ハッピー,コントロ,カラクリ,スーパー,キーパン,コンピュー,ハッカー,ポリシー,ドキハラ,テクノロ,キーワー,スパコン,ハッキリ,ザーガン,プラシー,ムンクル,ホログラ
3,2,1,3,1,3,2,5,1,3,1,1,4,1,2,1,1,1,3,1,1,10,2,1,4,2
