スクリーン,スーパー,プラカー,ニタリン,コントロ,ピーカー,エンジン
['\u3000窓こそ無いが、代わりに大きなスクリーンが用意され、映画や衛星放送だけでなく、外部の景色も大迫力で見ることが出来る。'],"['\u3000国産のウナギなど、スーパーの店頭から消えて久しい。……そもそも、天然物のニホンウナギはほぼスーパーに卸されないのだが、中国産や台湾産も壊滅状態、果てはヨーロッパ産でさえ、もう手に入れるのが難しい時代だ。', '\u3000国産のウナギなど、スーパーの店頭から消えて久しい。……そもそも、天然物のニホンウナギはほぼスーパーに卸されないのだが、中国産や台湾産も壊滅状態、果てはヨーロッパ産でさえ、もう手に入れるのが難しい時代だ。']",['\u3000しかし折悪く、何某党主の国籍問題に絡む母国の指示書が週刊誌にすっぱ抜かれたり、デモ隊のプラカードの裏にシュプレヒコール用だと思われる異国の文字が書かれていたことをSNSに流されれたりと、これは失敗に終わっている。'],['\u3000複数機を切り替えながら命令を下すのは、日々のモニタリング作業で慣れている。'],['\u3000コントロールルームにいるウナギ先生の指示だろう、水槽の状態が素速く船内閉鎖系に切り替わるのを確認する。'],['\u3000くすりと笑って顔を見合わせたところで、スピーカーが無粋にも、がりっと入力音を立てた。'],"['\u3000その為に、船内の特殊養殖水槽に繋がるポンプや生活区画で消費される全ての電力を賄える補助動力――中型船用のディーゼルエンジンが、燃料油槽や補助電源となるソーラーパネルとともに新設されていた。', '\u3000MCH-101とEH-101では搭載されているエンジンが違うので、プロジェクトUと海自も十分な訓練期間を取っていたのだが、そこは選抜されたパイロットや整備士達、見事期待に応えていた。', '\u3000主機のディーゼルエンジンは、大きいだけあって始動にもかなりの時間を要した。', '\u3000大きな出力を誇るエンジンは当然ながら高価であり、建造価格に跳ね返った。']"
