ブラジャー,キーボー,カーペン,コンオイ,ズンフー,スクリーン,アーコン,ハッキン,ブカメラ,クラシッ,シーカー,ジャンキー,ワーバラ,パープラ,エンジン,キンシッ,スーパー,コンピュー,ドンパチ,シックド,ベラスカ,グスペッ,ブースタ,グラウン,ボンクラ,コンシー,ペットボ,ワードス
1,1,1,6,1,1,1,1,4,1,2,1,1,1,2,1,1,4,2,1,2,1,2,1,1,1,3,1
