カンタラ,ワンツー,ウンチク,ボロカス,プリズン,ブラジャー,ツンデレ,プリンクラ,ベンジャー,ツークツ,キングサ,ツーオン,デコピン,スクリーン,ピンポイ,ドロワー,コンパク,ブラボー,アーボー,テカヌル,スクワー,ハッキン,シュッパー,ウカズキ,ブルワー,ワンピー,ツングー,クラスレ,ブリザー,ヒーリン,チンピラ,ゴーグル,パチクリ,ガーデン,フラワー,ポンコツ,ドサクサ,ボーリン,ブルドー,メチャクチャ,エンドロ,コントロ,ウンタラ,シャーペン,パンツル,カラクリ,エンジン,チングス,プリコッ,キーパン,クッキー,スカウト,コンピュー,グスカー,ドンパチ,ガチャガチ,ポリシー,バカスカ,タックル,キーパー,コンギス,ケラカン,トンズラ,ポイズン,テクノロ,ガラクタ,ハッスル,リーンピー,ウジャウジ,ワンパタ,デカブツ,カーペッ,ブルキラ,ズバスタ,キーワー,チップス,キンモク,チームラ,ハッキリ,ポーカー,バタンキュー,フンスー,ボンクラ,フニャチン,ブーメラ,ズンブル,ムンクル,チンタラ,ホログラ,コンクリ,ツーカー,ワーアップ,タッパー,リングス,ワードス
1,1,1,1,12,1,1,1,4,1,2,1,2,6,1,1,2,3,2,1,1,5,1,1,2,2,1,86,25,8,6,1,1,24,2,8,3,1,2,1,2,15,1,3,1,4,1,1,5,2,5,1,2,3,4,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,2,1,2,2,7,1,52,5,1,1,1,1,1,1,13,1,2,8,1,5,2,3,5
