ピッチリ,ピーカー,スクリーン,ピンポイ,コンパク,プスピー,ハッキン,メラドロ,ワンアー,ブリザー,クラシッ,コントロ,スタムラ,パキスタ,ピーピン,クラスタ,エンゲー,ジンキャッ,エンジン,ジンポー,チングス,キングタ,リンエン,ブルカラ,スカウト,パースク,タックル,ハードタ,テクノロ,ビーコン,ワンパタ,キーワー,ハッキリ,コンポー,ジャーシー,コンデン,ツーピー,クンドク,コンクリ,チンパン
1,1,1,2,1,1,1,1,1,1,1,5,1,27,1,2,2,1,4,4,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,30,1
